no	label	annotate	sentence
r-67	0	*	I read him Judy's statement about himself.
c_13	1		People selling their stocks caused the crash of 1929.
bc01	1		Some branches broke off of the tree.
r-67	1		Joe is taller than I think Mary is.
ks08	1		John stayed behind the counter.
l-93	0	*	Paula spanked her right hand through the naughty child.
ad03	1		Jason persuaded Medea that she should desert her family
r-67	1		I went to the store and have bought some excellent whisky.
bc01	1		The maple changed into an oak.
d_98	1		Every woman who heard the news contributed to the fund.
sks13	0	*	This girl in the red coat one will put a picture of Bill on your desk before tomorrow.
ks08	1		It is Uncle John whose address I lost.
sks13	1		He took his umbrella.
c_13	1		Doug blew the building up.
l-93	1		Heat radiates from the sun.
sks13	1		This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.
ks08	1		The effectiveness of teaching and learning depends on several factors.
bc01	1		Did you believe him ever to have made an effort to talk to the student?
bc01	1		Mag Wildwood came to introduce the bartender but I came not to.
ad03	1		Medea killed Jason.
r-67	1		Reports which the government prescribes the height of the lettering on the covers of are invariably boring.
ks08	1		John wiped the window with a towel.
m_02	1		Tatiana wrote to Onegin.
bc01	1		Every boy named every planet.
ks08	1		That arrows don't stop in midair is captured by this theory.
ks08	1		Why do you wonder whether she will invite me?
r-67	0	*	I'm hungry and did you play chess?
sks13	1		I doubt if she kicks perfect goals every time.
r-67	1		Although Bob may not be a nut, many people have claimed it and I think so too.
r-67	0	*	Did that he played the piano surprise you?
l-93	1		The pliers bent the rod.
r-67	0	*	He tries to put on everyone who he doesn't like.
r-67	1		It is this hat that it is certain that he was wearing.
ks08	1		In the classroom, the teacher praised John, whom I also respect.
sks13	0	*	John studied carefully Russian.
sks13	1		I cycled around France.
m_02	1		What did Frank buy for Jane?
ks08	1		Whether this is feasible hasn't yet been determined.
r-67	0	*	The University's students are intelligent and faculty is committed to freedom.
bc01	1		John was unknown.
ks08	1		That John was ill was widely believed.
bc01	1		John hit the wall with the stone.
c_13	1		Heidi thinks that Andy is eating salmon flavored candy bars.
ks08	1		Whose car is blocking the entrance to the store?
l-93	0	*	Carla shoveled at the walk.
ks08	1		John gave the CDs to the boys.
bc01	1		Each other's houses seem to the women to be garish.
ks08	0	*	The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.
ad03	1		He'll no can do it, will he?
ks08	1		John is ready to please.
ks08	1		They wondered what she did yesterday.
l-93	0	*	Donna fixed last night's leftovers into a sandwich.
c_13	0	*	Fabio asked if had Claus run a marathon.
bc01	1		I know which book Max read, and which book Oscar didn't.
b_82	1		Love her though I may, that won't affect the grade.
gj04	1		Bill floated into the cave.
bc01	0	*	How do you wonder whether John said Mary solved the problem?
b_73	0	*	It was so awful a picture as it first seemed.
ks08	1		The umpire called off the game.
ks08	1		The mouse was chased by the cat.
sks13	1		He should decide soon.
l-93	1		The soldiers lodged in the schoolhouse.
l-93	0	*	The secretary transcribed the record with the speech.
c_13	1		It bit me on the leg.
ad03	0	*	Ron captured quickly a phoenix
rhl07	1		Interviewing Richard Nixon gave Norman Mailer a book.
g_81	1		Harry has claimed but I do not believe that Melvin is a Communist.
l-93	1		The dog barked.
m_02	1		The window was broken by a hammer.
ad03	1		Medea tended to appear to be evil.
m_02	1		Harriet couldn't marry Mr Knightley but Emma could.
ks08	1		He coaxed his brother to give him the candy.
sks13	0	*	I heard that John criticized myself.
c_13	0	*	She hit myself with a hammer.
sks13	1		Only Churchill remembered giving the Blood, Sweat and Tears speech.
m_02	1		Henry wanted to marry Fanny.
sks13	1		It was a first edition of Richard III that Ann bought for $1000.
b_82	1		How certain that the Mets will win are you?
ks08	1		He is a fool.
l-93	1		Amanda drove the package from Boston to New York.
ks08	1		No one believes that he is a fool.
ks08	0	*	It is likely to seem to be arrogant.
c_13	1		Big bowls of beans are what I like.
sks13	1		John knows that she left.
l-93	0	*	The farmers raged a fire over the fields.
r-67	0	*	I'll give to my good friend from Akron some.
sgww85	1		Which article did Terry file without reading?
b_73	1		You and I are as much alike as a horse and a cow.
r-67	1		After Henry had done it, Webster touched a sword.
ks08	1		The students all worked that summer.
cj99	1		This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
r-67	0	*	John tried Bill to play checkers.
ks08	1		Shirley seems to have Fred promoted.
r-67	0	*	That informers they never use is claimed by the CIA.
sks13	1		I sent money to Mary.
ad03	1		Who is sailing to Ithaca?
ks08	1		He bought a refrigerator in which to put the beer.
ad03	1		Aphrodite freed animals
m_02	1		The mouse jumped out of the cheese box.
ks08	1		The victims of the earthquake their property was destroyed in the disaster were given temporary housing by the government.
r-67	0	*	The nurse who polished her trombone and the plumber computed my tax was a blond.
sks13	1		Clean your desk before tomorrow.
sks13	1		I prefer for the girl to win.
ks08	1		The little boy hit the child with a toy.
r-67	0	*	The only relatives with whom I'd like to do away are my aunts.
r-67	1		That anybody ever left at all is not known.
l-93	0	*	Willa arrived breathless.
c_13	1		The big man from NY has often said that he gave peanuts to elephants.
b_73	1		It was as awful a picture as it first seemed.
bc01	1		Which picture that John took at the party did he decide to display in his house?
ks08	1		It was the director that she said she wants to meet.
c_13	0	*	She knocked himself on the head with a zucchini.
ks08	1		A book was handed to Chris by Pat.
ks08	1		Joseph has forgotten how many matches he has won.
r-67	1		There will be a hole in Jack's pocket.
c_13	1		It is likely that Jean will dance.
bc01	1		Mary jumped the horse perfectly over the last fence.
bc01	1		This book cost $10.
bc01	1		Rub the baby with the cloth torn.
ks08	1		This is the book which I need to read.
d_98	0	*	You must pick any of the flowers.
l-93	1		Jessica sprayed paint under the table.
r-67	1		How tall a man did Sheila marry?
cj99	1		It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
r-67	0	*	Few writers and any playwrights meet in Vienna.
ad03	1		Which book about herself did Jenny say that Anson had written.
l-93	0	*	Carrie touched at the cat.
bc01	1		John could not visit Sally.
r-67	0	?*	I acknowledged that my father, he was tight as an owl.
bc01	1		Sally will stand near every woman that you will.
ks08	1		Which books did John put in the box?
l-93	1		Nora sent the book from Paris to London.
ks08	1		Cohen proved that the continuum hypothesis was independent.
l-93	1		They waltzed.
l-93	1		The convict escaped the police.
ad03	1		Merlin is extremely evil.
r-67	1		They said nobody would pay up, but I know a boy who did pay up.
ad03	0	*	Benjamin thought he would give the cloak to Lee and the cloak to Lee he gave.
sks13	1		That you must go to the station, Mary should know that you must go to the station.
r-67	0	*	Here's a razor for that you will be shaved with to be announced.
cj99	0	*	The more he eats, the poorer he knows a woman that gets.
g_81	1		Who is it that Mary likes?
ks08	1		The man on whose lap the puppet is sitting is ventriloquist.
r-67	0	??	Hank plays the guitar and finds arrangements for, and Ernie writes down, all the old folk songs which are still sung in these hills.
l-93	1		Teresa bottle fed the baby.
l-93	1		A choir sang in the church.
ad03	1		Humans love to eat some disgruntled old pigs in those ditches.
r-67	0	*	The place which I live at is the place where Route 150 crosses the Hudson River.
ks08	1		I need to have that report on our web page by tomorrow.
bc01	1		I succeeded in convincing, even though John had failed to persuade, Mary not to leave.
sks13	1		They read the paper.
sgww85	0	*	Pat has become crazy, and Chris in good spirits.
ks08	1		It was several young students that the policeman met in the park last night.
m_02	1		Captain Oates died in order to save his comrades.
g_81	0	*	Who do you regret that saw you?
c_13	1		Fred feels fine.
ks08	1		John demanded that she stop phoning him.
gj04	1		He coughed awake and we were all overjoyed, especially Sierra.
r-67	1		Do you believe that somebody was looking for something?
ks08	1		They put the book in the box.
r-67	1		Him, they let him go yesterday.
l-93	1		The winter schedule differed from the spring schedule.
sks13	0	*	I put the book.
ks08	1		John felt proud that his son won the game.
r-67	0	*	Tony has a Fiat to yearn for a tall nurse.
cj99	0	*	It is important the more you eat, the more careful to be.
c_13	0	*	The man, who I think might be drunk, that is escaping hit me.
g_81	0	*	The man who Mary loves and Sally hates George computed my tax.
ks08	1		I met the critic whose remarks I wanted to object to.
gj04	0	*	Ted cried to sleep.
ad03	1		Gilgamesh didn't leave.
m_02	1		Jane Fairfax seemed upset.
ks08	1		Which otter you should adopt first is unclear.
l-93	0	*	Linda winked his eye.
gj04	1		John danced waltzes across the room.
gj04	0	*	The car honked down the road.
rhl07	1		I think it's time you give your lovely illness to someone else!
ad03	1		They brought the hat to the teacher
gj04	1		Bill cried himself to sleep.
l-93	1		Belinda walked the soles off her shoes.
ks08	1		They ignored the suggestion that Lee made.
l-93	1		A magnificent diamond sparkled on his finger.
c_13	1		I fear tigers.
ks08	1		Kevin urged Anne to be loyal to her.
r-67	0	*	Fluffy is sick, as surprises me.
c_13	1		Susanne gave the minivan to George.
l-93	1		I detached that new handle from the box.
ks08	1		There seemed to be a fountain in the park.
c_13	1		He bought these flowers for Aaron.
r-67	1		What exploded when?
ks08	0	*	Wash himself.
sgww85	0	*	To go and buying whiskey is not the solution to your problem.
sks13	1		John can go to the market on his bike.
r-67	1		Willy is taller than Bill by more than Joe is taller than Dan.
r-67	1		The shock touched the explosion off.
ad03	0	*	Medea tried Medea to poison her children.
l-93	1		The jeweller scribbled his name on the contract.
l-93	0	*	Jessica stuffed boxes at the truck.
ad03	1		We decided to paint the bathroom a lurid lime green colour.
sks13	1		How many strings did you say she had to pull in order to do that?
ks08	1		The bus stopped suddenly.
ad03	0	*	She said Moya liked football.
ks08	0	*	How much fresco did the flood damage?
c_13	0	*	I expect to double my profits more than.
r-67	0	*	Would for him to have played the piano have surprised you?
c_13	1		Robert knew that it was necessary to behave himself.
bc01	0	*	John to call would be unlikely.
sks13	0	*	Henri told Sue in the drawer that Bill put socks.
r-67	1		Fluffy is sick, which I believe that few people realize.
g_81	1		A man just came in and a woman went out who were similar in all kinds of ways.
l-93	1		Alison poked Daisy in the ribs.
ad03	1		The men chuckle
bc01	1		The rolling stone avoided the river.
l-93	1		I admired him as a teacher.
m_02	1		Fanny regretted having talked to Mary.
sks13	1		Bill will put a picture of her on your desk before tomorrow.
c_13	1		Susan kissed the clown's nose.
l-93	0	*	In the corner lay a dog.
sgww85	1		I both went to the store and bought some whiskey.
l-93	1		They rowed along the canals of Venice.
rhl07	1		Sarah promised her old car to Catherine, but then gave it to her son instead.
